# ID    RA            DEC          photz   Mag     Int_Pz   Rad(_)   Rank   r      zband   c1      c2      sed  
  3895  175.6567423   15.4439331   1.4     23.49   0.273    1.86     489    0.73   1.46    8.71    8.87    8    
  3898  175.7437534   15.4438867   0.46    99.0    0.06     3.26     38     0.06   0.0     0.29    0.0     8    
  3908  175.6579157   15.4436366   0.99    24.37   0.228    1.8      399    0.26   0.65    1.37    2.13    8    
  3925  175.6789487   15.4430046   1.06    23.88   0.22     0.72     422    0.65   1.02    5.55    4.41    8    
  3926  175.7153115   15.4437836   0.4     99.0    0.028    1.65     38     0.05   0.0     0.0     0.0     8    
  3928  175.7167766   15.4431956   0.56    23.65   0.0      1.74     25     0.71   1.26    3.02    1.47    8    
  3991  175.6554704   15.4416136   0.75    20.39   0.007    1.97     36     9.46   25.35   58.08   42.85   8    
  3997  175.656234    15.4403979   1.41    26.03   0.192    1.95     318    0.25   0.14    3.25    2.05    8    
  3999  175.6972095   15.4423935   1.21    25.21   0.205    0.76     377    0.28   0.3     2.36    2.0     8    
  4002  175.6985237   15.4421657   0.69    23.83   0.002    0.83     52     0.46   1.07    2.31    1.75    8    
  4005  175.745012    15.4421262   0.22    26.64   0.0      3.35     14     0.07   0.08    0.0     0.0     8    
  4025  175.7202326   15.4413182   1.75    26.95   0.034    1.96     73     0.09   0.06    1.16    1.03    8    
  4030  175.696762    15.4411968   0.69    25.54   0.065    0.8      151    0.11   0.22    1.06    0.24    8    
  4031  175.7172948   15.441332    0.66    28.9    0.144    1.8      224    0.04   0.01    0.48    0.02    8    
  4034  175.7418949   15.4412589   0.55    99.0    0.107    3.18     58     0.01   0.0     0.08    0.0     8    
  4037  175.6588424   15.4405707   0.64    22.42   0.001    1.8      26     2.03   3.91    11.48   6.31    8    
  4042  175.7458115   15.4407758   1.47    25.89   0.203    3.41     327    0.2    0.16    0.72    4.41    8    
  4043  175.7457079   15.4401117   0.51    26.95   0.037    3.41     68     0.08   0.06    0.52    0.04    8    
  4044  175.7452586   15.4400025   0.49    25.96   0.038    3.38     72     0.2    0.15    0.81    0.77    8    
  4050  175.6770434   15.4403065   0.63    21.83   0.001    0.92     46     3.37   6.73    18.03   12.25   8    
  4063  175.6508348   15.4402277   0.28    23.45   0.0      2.25     20     1.39   1.51    2.96    1.64    8    
  4064  175.6506344   15.4396962   0.45    21.86   0.0      2.27     20     4.17   6.55    10.57   7.59    8    
  4070  175.7127126   15.4405203   1.67    26.79   0.042    1.57     90     0.07   0.07    0.96    0.82    8    
  4076  175.7420647   15.4404704   0.59    99.0    0.126    3.2      65     0.03   0.0     0.29    0.0     8    
  4083  175.7086766   15.440187    1.4     25.59   0.21     1.38     359    0.21   0.21    1.75    1.87    8    
  4085  175.7146704   15.441766    1.4     28.9    0.182    1.65     278    0.08   0.01    1.02    0.6     8    
  4087  175.7313429   15.4402267   0.59    99.0    0.126    2.6      68     0.03   0.0     0.29    0.0     8    
  4105  175.7379676   15.4374117   1.34    23.88   0.251    3.01     435    0.67   1.02    10.28   6.61    8    
  4114  175.6894176   15.4371784   0.25    22.81   0.0      0.86     47     1.94   2.73    3.84    2.75    8    
  4115  175.6923034   15.4392741   1.58    25.28   0.124    0.77     247    0.14   0.28    2.4     2.68    8    
  4119  175.712481    15.4387337   1.97    24.89   0.0      1.61     27     0.31   0.4     4.25    4.92    8    
  4122  175.6754119   15.440454    0.18    19.37   0.0      0.98     42     51.05  64.86   16.14   10.38   8    
  4136  175.7408109   15.4387841   1.2     27.39   0.214    3.15     327    0.06   0.04    1.08    0.5     8    
  4138  175.6965502   15.4385676   0.2     23.86   0.0      0.92     44     0.81   1.04    1.92    0.0     8    
  4140  175.7289158   15.4386223   1.58    99.0    0.118    2.49     66     0.04   0.0     0.21    0.5     8    
  4144  175.7420451   15.4359016   1.12    21.53   0.357    3.27     677    3.44   8.87    44.46   29.65   8    
  4148  175.7468551   15.4385659   0.43    27.39   0.025    3.49     50     0.09   0.04    0.18    0.31    8    
  4149  175.7357233   15.4382619   0.95    23.89   0.184    2.87     324    0.32   1.01    2.91    2.31    8    
  4155  175.6979877   15.4379494   1.31    22.8    0.505    0.99     927    1.04   2.75    14.32   12.71   8    
  4167  175.7449195   15.438145    0.41    26.51   0.003    3.39     18     0.1    0.09    0.0     0.37    8    
  4171  175.7462751   15.4377551   0.34    27.71   0.001    3.47     15     0.06   0.03    0.0     0.0     8    
  4191  175.6841351   15.4375751   1.38    24.72   0.297    0.86     527    0.26   0.47    2.68    2.81    8    
  4193  175.6668263   15.4374331   1.35    23.76   0.28     1.48     501    0.75   1.14    6.49    7.24    8    
  4209  175.7361536   15.4374134   0.5     23.61   0.0      2.91     16     0.8    1.31    2.01    1.85    8    
  4210  175.6412518   15.4426007   1.41    99.0    0.166    2.75     84     0.05   0.0     0.0     0.61    8    
  4217  175.7426753   15.4372617   0.4     99.0    0.028    3.28     25     0.02   0.0     0.0     0.0     8    
  4220  175.6630613   15.4384906   1.22    27.39   0.18     1.63     290    0.07   0.04    0.66    0.43    8    
  4229  175.7464291   15.43904     0.4     27.15   0.012    3.46     31     0.15   0.05    0.49    0.0     8    
  4236  175.6857714   15.4381165   0.62    24.26   0.001    0.81     51     0.4    0.72    2.36    1.37    8    
  4239  175.7037145   15.4364644   0.65    25.04   0.001    1.28     35     0.17   0.35    0.88    0.48    8    
  4241  175.6507167   15.4366312   0.69    99.0    0.152    2.33     81     0.05   0.0     0.69    0.0     8    
  4244  175.6489406   15.4356826   1.16    21.31   0.349    2.44     674    5.2    10.86   60.81   41.69   8    
  4245  175.7276702   15.4365464   1.29    25.28   0.385    2.47     627    0.11   0.28    0.85    1.38    8    
  4250  175.7463479   15.4394281   0.43    27.71   0.023    3.45     46     0.1    0.03    0.42    0.0     8    
  4252  175.694364    15.4356371   0.59    21.24   0.0      1.02     41     5.6    11.59   21.88   17.54   8    
  4254  175.7011609   15.4360937   0.56    22.8    0.0      1.19     35     1.56   2.75    5.15    3.94    8    
  4256  175.6760387   15.435465    1.08    22.45   0.31     1.18     588    1.84   3.8     16.14   13.93   8    
  4257  175.6748253   15.4354024   1.36    23.51   0.307    1.22     557    0.84   1.43    8.24    8.55    8    
  4265  175.7286436   15.4355724   1.12    23.0    0.514    2.54     912    0.79   2.29    9.38    7.05    8    
  4266  175.7269522   15.4341901   0.49    21.03   0.0      2.48     18     9.2    14.06   27.29   21.28   8    
  4273  175.7371623   15.4358626   0.4     28.9    0.017    3.0      39     0.05   0.01    0.14    0.0     8    
  4279  175.7404312   15.4358387   1.65    26.3    0.043    3.18     80     0.08   0.11    0.66    1.28    8    
  4280  175.7013435   15.4346644   0.69    22.68   0.002    1.27     37     1.29   3.08    6.67    5.15    8    
  4302  175.7464582   15.4340544   1.84    26.51   0.009    3.54     26     0.16   0.09    1.51    2.27    8    
  4309  175.7444977   15.4326254   1.32    24.98   0.242    3.46     401    0.29   0.37    2.23    2.54    8    
  4322  175.7423767   15.4322968   1.14    19.71   0.525    3.35     1079   19.59  47.42   173.78  175.39  8    
  4324  175.6565015   15.4355103   0.43    25.5    0.0      2.05     22     0.16   0.23    0.33    0.39    8    
  4337  175.6928182   15.4351803   1.43    25.54   0.21     1.01     370    0.13   0.22    0.58    1.8     8    
  4340  175.7309085   15.4352201   0.46    24.47   0.0      2.67     17     0.52   0.59    1.79    1.57    8    
  4343  175.6997112   15.4349876   0.49    26.12   0.152    1.2      268    0.3    0.13    0.53    2.42    8    
  4346  175.7032111   15.4352804   1.1     21.84   0.485    1.31     921    2.29   6.67    26.55   19.95   8    
  4357  175.6873476   15.4346271   1.31    99.0    0.202    1.01     123    0.07   0.0     1.22    0.59    8    
  4360  175.668001    15.4341461   1.34    26.12   0.255    1.55     419    0.15   0.13    3.19    2.19    8    
  4379  175.6528506   15.4341121   0.14    24.3    0.0      2.28     20     0.52   0.69    0.82    0.29    8    
  4384  175.6471758   15.4329285   1.24    23.41   0.322    2.6      568    0.74   1.57    11.38   7.38    8    
  4405  175.7362255   15.4289571   0.4     24.2    0.0      3.1      15     0.68   0.76    1.27    1.89    8    
  4406  175.7359371   15.4304237   0.9     23.17   0.121    3.05     224    0.67   1.96    4.37    4.74    8    
  4411  175.7369558   15.4286771   1.3     26.3    0.258    3.15     407    0.11   0.11    2.29    1.46    8    
  4414  175.7349641   15.4318769   0.11    18.42   0.0      2.96     15     112.72 155.6   109.65  69.18   8    
  4415  175.7066012   15.4358171   1.38    23.93   0.242    1.43     435    0.7    0.97    5.75    6.92    8    
  4416  175.7202857   15.4333284   1.58    28.9    0.114    2.16     178    0.1    0.01    1.66    1.63    8    
  4425  175.6594619   15.433657    0.31    25.65   0.0      1.96     23     0.24   0.2     0.57    0.06    8    
  4427  175.6596596   15.4330777   0.51    27.15   0.096    1.97     164    0.21   0.05    1.08    0.73    8    
  4433  175.745492    15.4332126   1.48    24.7    0.167    3.5      283    0.27   0.48    2.01    3.63    8    
  4436  175.7192138   15.4328177   1.22    25.21   0.488    2.12     795    0.09   0.3     1.24    1.29    8    
  4446  175.70988     15.4325706   1.03    24.23   0.321    1.7      556    0.22   0.74    1.61    2.11    8    
  4451  175.704814    15.4320734   1.26    23.81   0.226    1.52     408    0.82   1.09    5.2     7.05    8    
  4459  175.7268824   15.4320981   1.15    25.17   0.207    2.53     347    0.23   0.31    1.5     1.75    8    
  4462  175.7064637   15.4315289   1.09    24.4    0.23     1.6      404    0.41   0.63    4.21    2.73    8    
  4489  175.6882081   15.4313377   1.34    25.24   0.209    1.2      366    0.33   0.29    2.78    2.58    8    
  4490  175.7446513   15.4313972   0.38    28.9    0.017    3.49     37     0.08   0.01    0.0     0.0     8    
  4492  175.6939071   15.4310169   1.26    23.57   0.549    1.27     965    0.52   1.36    7.24    5.75    8    
  4519  175.7343752   15.4306894   0.4     99.0    0.028    2.96     27     0.06   0.0     0.0     0.0     8    
  4521  175.6553883   15.4305608   0.42    24.23   0.0      2.26     20     0.72   0.74    2.75    1.27    8    
  4523  175.7382464   15.4304894   0.73    26.64   0.142    3.17     228    0.05   0.08    0.69    0.0     8    
  4525  175.6914246   15.4290472   0.6     24.12   0.002    1.36     35     0.47   0.82    2.94    0.77    8    
  4561  175.7436689   15.4292817   0.32    26.3    0.0      3.49     13     0.15   0.11    0.11    0.15    8    
  4562  175.7438934   15.4291382   0.42    99.0    0.033    3.5      26     0.17   0.0     0.41    0.0     8    
  4573  175.7005146   15.4289935   1.04    24.35   0.417    1.53     713    0.23   0.66    2.01    1.92    8    
  4579  175.7362281   15.4295014   0.35    25.45   0.0      3.09     15     0.32   0.24    0.57    0.48    8    
  4596  175.65737     15.4282861   0.9     23.93   0.11     2.25     204    0.29   0.97    2.51    2.03    8    
  4598  175.733131    15.4273758   0.4     99.0    0.028    2.98     27     0.05   0.0     0.0     0.0     8    
  4601  175.7335634   15.4274645   0.48    99.0    0.08     3.0      47     0.01   0.0     0.05    0.02    8    
  4619  175.6929599   15.4275857   1.14    24.18   0.238    1.46     423    0.44   0.77    2.47    3.77    8    
  4627  175.7299074   15.426173    1.08    21.94   0.33     2.86     617    2.29   6.08    26.79   18.37   8    
  4629  175.6514677   15.4267588   0.48    25.14   0.067    2.57     124    0.91   0.32    3.6     3.28    8    
  4630  175.6503599   15.4267977   0.5     20.83   0.022    2.63     59     19.59  16.9    94.62   63.1    8    
  4632  175.6494853   15.4264784   0.33    21.66   0.0      2.68     17     6.92   7.87    11.8    12.82   8    
  4637  175.713245    15.4268118   0.28    22.49   0.0      2.08     21     2.54   3.66    5.2     3.66    8    
  4638  175.7425563   15.427181    0.4     99.0    0.027    3.48     24     0.15   0.0     0.15    0.0     8    
  4642  175.6681054   15.4269496   0.46    23.26   0.0      1.86     24     1.19   1.8     2.81    2.58    8    
  4644  175.7208474   15.4270273   1.38    99.0    0.228    2.4      111    0.03   0.0     0.6     0.4     8    
  4671  175.721835    15.4261781   1.14    23.45   0.592    2.48     1028   0.53   1.51    4.74    5.2     8    
  4672  175.721344    15.4258622   1.25    25.24   0.31     2.47     510    0.18   0.29    1.53    1.54    8    
  4681  175.6706355   15.3990835   1.57    27.15   0.108    3.29     173    0.21   0.05    2.17    2.03    8    
  4818  175.7419341   15.4263022   0.62    99.0    0.133    3.47     67     0.04   0.0     0.42    0.0     8    
  4825  175.7131596   15.4261581   0.33    26.79   0.0      2.1      21     0.07   0.07    0.0     0.13    8    
  4836  175.7037406   15.4257556   0.91    23.44   0.133    1.79     252    0.49   1.53    3.5     3.56    8    
  4840  175.646568    15.4259039   0.35    28.9    0.001    2.84     17     0.02   0.01    0.03    0.0     8    
  4849  175.7346654   15.4327954   0.59    21.81   0.001    2.92     17     3.25   6.85    16.14   12.36   8    
  4854  175.7382323   15.4281776   1.42    21.9    0.218    3.23     412    2.54   6.31    36.64   38.02   8    
  4855  175.6828441   15.424939    0.68    23.55   0.02     1.61     61     0.63   1.38    5.25    2.05    8    
  4858  175.6770599   15.4249427   1.71    25.21   0.032    1.71     76     0.2    0.3     3.34    3.19    8    
  4862  175.668825    15.4253331   0.4     99.0    0.027    1.91     34     0.03   0.0     0.03    0.0     8    
  4886  175.6735685   15.4241493   0.99    23.04   0.286    1.83     521    0.69   2.21    6.73    5.35    8    
  4893  175.6776135   15.4242979   0.68    23.43   0.001    1.73     27     0.69   1.54    3.6     2.68    8    
  4903  175.7212013   15.4243397   1.21    26.2    0.277    2.52     441    0.07   0.12    1.34    0.85    8    
  4920  175.7392113   15.4233046   0.36    27.71   0.004    3.41     19     0.08   0.03    0.0     0.0     8    
  4931  175.7427279   15.4235453   0.25    28.9    0.0      3.58     13     0.01   0.01    0.0     0.0     8    
  4932  175.7416491   15.422635    0.25    28.9    0.0      3.55     13     0.01   0.01    0.0     0.0     8    
  4958  175.6782905   15.4230811   0.43    27.39   0.026    1.79     63     0.18   0.04    0.7     0.0     8    
  4963  175.6881436   15.4229942   1.68    26.64   0.05     1.7      101    0.07   0.08    0.72    1.34    8    
  4975  175.7291157   15.4234249   1.17    21.16   0.306    2.91     594    6.79   12.47   48.75   58.08   8    
  4979  175.7144785   15.4224675   0.4     99.0    0.028    2.32     31     0.01   0.0     0.0     0.0     8    
  4981  175.726581    15.4222932   0.63    99.0    0.137    2.84     71     0.01   0.0     0.11    0.0     8    
  4989  175.6793638   15.4220896   0.42    24.29   0.0      1.83     24     0.52   0.7     0.7     1.71    8    
  4990  175.7080499   15.4227831   1.66    25.76   0.041    2.07     85     0.1    0.18    1.17    1.85    8    
  5000  175.693045    15.4188209   1.11    22.32   0.424    1.98     782    1.32   4.29    17.38   13.68   8    
  5011  175.686962    15.4215752   0.57    24.74   0.0      1.79     25     0.22   0.46    1.12    0.33    8    
  5012  175.68955     15.4212201   1.48    24.49   0.198    1.81     348    0.24   0.58    3.37    5.3     8    
  5013  175.6892085   15.4201868   0.18    22.47   0.0      1.87     24     2.49   3.73    5.35    2.68    8    
  5020  175.7002651   15.4212505   0.91    28.9    0.186    1.94     280    0.06   0.01    1.63    0.27    8    
  5031  175.6817197   15.4207634   0.83    24.21   0.053    1.87     111    0.26   0.75    1.61    1.64    8    
  5037  175.6569264   15.4207464   0.7     99.0    0.17     2.57     86     0.09   0.0     1.14    0.41    8    
  5044  175.7355359   15.4199215   0.25    28.9    0.0      3.34     14     0.01   0.01    0.0     0.0     8    
  5053  175.6552219   15.42026     0.95    99.0    0.191    2.66     94     0.04   0.0     1.28    0.2     8    
  5060  175.7158223   15.42098     1.22    22.54   0.666    2.44     1200   1.15   3.5     14.59   13.06   8    
  5082  175.650702    15.4194999   0.46    23.15   0.0      2.88     16     1.39   2.0     3.98    3.13    8    
  5091  175.6517633   15.4194437   0.57    24.98   0.01     2.84     32     0.25   0.37    1.6     0.13    8    
  5092  175.7287426   15.4193942   1.34    25.96   0.244    3.04     391    0.1    0.15    0.6     1.03    8    
  5127  175.7202217   15.4184425   1.35    24.44   0.376    2.72     632    0.21   0.61    2.49    3.1     8    
  5136  175.6803917   15.4181271   1.29    25.54   0.261    2.04     431    0.15   0.22    1.06    1.36    8    
  5139  175.724805    15.4181623   0.52    99.0    0.096    2.92     54     0.05   0.0     0.36    0.0     8    
  5143  175.7091283   15.4176745   1.13    22.91   0.576    2.37     1025   0.93   2.49    10.19   8.17    8    
  5154  175.7289186   15.4179089   1.24    24.79   0.207    3.11     349    0.16   0.44    0.0     2.99    8    
  5159  175.6544133   15.418972    0.68    99.0    0.149    2.75     77     0.05   0.0     0.65    0.0     8    
  5163  175.6576372   15.4171967   1.28    24.98   0.181    2.7      307    0.65   0.37    5.4     4.37    8    
  5164  175.6529099   15.4174017   0.48    26.51   0.1      2.87     167    0.64   0.09    1.41    3.02    8    
  5173  175.7266459   15.4153088   0.33    28.9    0.0      3.11     15     0.01   0.01    0.0     0.02    8    
  5208  175.7059952   15.416428    0.94    25.01   0.192    2.34     326    0.09   0.36    0.16    0.98    8    
  5255  175.7240447   15.4153302   0.4     99.0    0.028    3.01     26     0.06   0.0     0.0     0.0     8    
  5271  175.7179004   15.4147911   1.34    24.63   0.329    2.8      550    0.17   0.51    1.67    2.61    8    
  5272  175.7123398   15.4149241   0.3     27.71   0.0      2.6      17     0.04   0.03    0.0     0.0     8    
  5291  175.6715245   15.4161393   1.22    24.79   0.251    2.32     424    0.3    0.44    2.19    2.47    8    
  5298  175.6709718   15.4137159   0.6     24.01   0.0      2.46     18     0.44   0.9     2.15    1.0     8    
  5311  175.6642543   15.4120392   1.45    27.71   0.179    2.73     275    0.08   0.03    0.0     1.43    8    
  5316  175.6586147   15.413176    0.72    26.79   0.149    2.85     238    0.07   0.07    0.98    0.0     8    
  5321  175.6931382   15.4102744   1.64    24.61   0.032    2.49     70     0.37   0.52    4.88    4.66    8    
  5322  175.6898773   15.4114935   0.5     25.89   0.17     2.4      281    0.19   0.16    0.79    1.5     8    
  5323  175.6920978   15.4116423   1.02    24.03   0.279    2.4      483    0.32   0.89    1.79    2.88    8    
  5326  175.6902616   15.4119168   1.09    23.57   0.523    2.37     907    0.42   1.36    3.84    4.13    8    
  5330  175.712927    15.4129059   0.54    24.98   0.0      2.72     17     0.2    0.37    0.93    0.2     8    
  5339  175.6571519   15.4125656   0.72    99.0    0.164    2.93     82     0.07   0.0     0.9     0.22    8    
  5342  175.6594126   15.4125318   0.27    26.4    0.0      2.86     16     0.11   0.1     0.0     0.0     8    
  5346  175.6676026   15.4145036   1.52    25.89   0.132    2.51     222    0.14   0.16    2.13    1.6     8    
  5357  175.6588355   15.4121661   0.41    99.0    0.037    2.89     31     0.06   0.0     0.0     0.12    8    
  5358  175.6802865   15.4126803   1.32    25.17   0.235    2.36     392    0.2    0.31    1.01    2.11    8    
  5359  175.6621317   15.4121269   1.36    26.4    0.196    2.79     313    0.06   0.1     0.0     1.01    8    
  5373  175.6651888   15.4113516   0.69    26.12   0.144    2.74     237    0.16   0.13    1.85    0.26    8    
  5374  175.6962553   15.4114952   0.4     99.0    0.028    2.44     30     0.07   0.0     0.0     0.06    8    
  5386  175.6580343   15.4111815   1.4     28.15   0.194    2.97     291    0.03   0.02    0.26    0.24    8    
  5404  175.6592849   15.410454    0.71    99.0    0.154    2.96     78     0.03   0.0     0.43    0.0     8    
  5454  175.6986819   15.4086465   0.26    22.79   0.0      2.64     17     2.15   2.78    4.37    3.02    8    
  5505  175.6858855   15.4076515   1.51    25.21   0.19     2.63     319    0.17   0.3     1.61    3.84    8    
  5506  175.6852953   15.407254    1.51    24.06   0.105    2.65     192    0.35   0.86    4.74    5.75    8    
  5513  175.6728326   15.4058118   1.21    23.52   0.599    2.87     1034   0.61   1.42    6.43    5.75    8    
  5520  175.6702166   15.4073848   1.58    26.64   0.104    2.83     172    0.15   0.08    0.95    1.64    8    
  5533  175.6651105   15.4072838   0.4     99.0    0.027    2.96     26     0.06   0.0     0.05    0.0     8    
  5534  175.6760476   15.4064351   0.93    21.51   0.149    2.78     293    2.99   9.04    26.06   20.32   8    
  5550  175.7004209   15.4058217   0.82    23.78   0.026    2.83     60     0.38   1.12    2.88    2.01    8    
  5557  175.6841614   15.4061405   0.65    26.12   0.097    2.72     165    0.1    0.13    1.0     0.0     8    
  5595  175.6871918   15.4049154   1.01    25.07   0.227    2.79     378    0.1    0.34    0.3     1.09    8    
  5603  175.6838498   15.4070421   1.46    25.59   0.2      2.67     330    0.1    0.21    0.67    1.53    8    
  5636  175.6737374   15.4024574   0.44    25.28   0.0      3.05     15     0.22   0.28    0.87    0.27    8    
  5644  175.6913327   15.4034045   1.58    25.59   0.088    2.89     153    0.09   0.21    1.07    1.64    8    
  5677  175.6670703   15.4016725   2.18    26.2    0.0      3.22     14     0.1    0.12    1.37    1.46    8    
  5685  175.6706707   15.4029865   1.67    25.89   0.031    3.07     63     0.12   0.16    1.6     1.49    8    
  5722  175.6697271   15.4019922   0.61    25.59   0.001    3.15     16     0.11   0.21    0.67    0.22    8    
  5731  175.6638003   15.4015826   0.4     99.0    0.028    3.3      25     0.02   0.0     0.0     0.0     8    
  5763  175.6738994   15.4008012   0.49    28.9    0.156    3.14     230    0.05   0.01    0.0     0.47    8    
  5766  175.6680109   15.4005737   0.62    26.12   0.118    3.26     195    0.21   0.13    2.13    0.0     8    
  5788  175.6719884   15.4000142   1.06    24.98   0.215    3.22     358    0.06   0.37    0.0     2.29    8    
  5796  175.6855614   15.3997062   0.4     99.0    0.027    3.1      26     0.03   0.0     0.02    0.0     8    
  5823  175.6834544   15.400081    1.16    24.61   0.315    3.09     527    0.16   0.52    0.92    2.09    8    
  5884  175.6747997   15.3972066   0.44    25.76   0.001    3.34     15     0.17   0.18    0.37    0.63    8    
  5909  175.6709752   15.3928888   0.25    28.9    0.0      3.64     13     0.01   0.01    0.0     0.0     8    
  5950  175.6748295   15.3960636   1.56    27.39   0.125    3.4      196    0.13   0.04    0.6     1.6     8    
  5959  175.6756741   15.3949569   1.54    23.8    0.108    3.46     195    0.58   1.1     5.11    8.55    8    
  545   175.7037089   15.5048753   0.88    24.03   0.166    3.34     290    0.31   0.89    0.49    2.63    9    
  548   175.7040876   15.5030592   1.51    25.5    0.176    3.24     290    0.1    0.23    1.49    3.91    9    
  577   175.6953318   15.5042041   1.59    26.51   0.098    3.2      162    0.06   0.09    1.07    2.63    9    
  588   175.7013102   15.5042536   1.43    99.0    0.213    3.26     100    0.01   0.0     0.0     0.64    9    
  592   175.6922288   15.5035897   0.47    22.5    0.0      3.14     14     2.56   3.63    9.82    8.32    9    
  617   175.7083555   15.5031729   0.51    23.97   0.108    3.32     194    0.56   0.94    2.94    3.56    9    
  645   175.6934725   15.5044062   1.42    99.0    0.209    3.2      99     0.02   0.0     0.0     0.78    9    
  690   175.6960719   15.5012257   1.41    27.39   0.218    3.03     333    0.02   0.04    0.0     1.27    9    
  722   175.7095876   15.500798    1.23    26.2    0.228    3.22     362    0.01   0.12    0.0     1.12    9    
  724   175.7095543   15.5016733   1.42    99.0    0.217    3.27     102    0.02   0.0     0.0     1.53    9    
  735   175.6921562   15.5020467   0.8     99.0    0.169    3.05     83     0.02   0.0     0.49    0.0     9    
  807   175.6933293   15.5004621   0.83    99.0    0.172    2.96     85     0.05   0.0     1.31    0.05    9    
  882   175.7132564   15.4992774   1.41    99.0    0.21     3.23     99     0.01   0.0     0.0     0.33    9    
  894   175.7165882   15.4976583   1.43    99.0    0.213    3.23     100    0.01   0.0     0.0     0.63    9    
  898   175.7157798   15.4973623   0.83    25.89   0.237    3.19     380    0.06   0.16    0.98    0.47    9    
  908   175.7068005   15.4989604   1.38    26.03   0.227    3.06     364    0.04   0.14    0.07    2.42    9    
  926   175.7022969   15.5005317   0.45    25.89   0.06     3.06     108    0.07   0.16    0.0     0.44    9    
  988   175.705341    15.4968471   0.76    99.0    0.163    2.91     81     0.04   0.0     0.71    0.0     9    
  995   175.7169101   15.4971107   1.65    26.79   0.041    3.21     75     0.03   0.07    1.02    1.8     9    
  1006  175.6897557   15.4971316   1.16    27.15   0.225    2.75     348    0.0    0.05    0.0     0.42    9    
  1017  175.6989265   15.4960256   0.88    24.89   0.211    2.75     356    0.23   0.4     4.7     1.56    9    
  1044  175.7185204   15.4960523   0.46    26.79   0.033    3.21     63     0.08   0.07    0.24    0.36    9    
  1049  175.6965549   15.4960994   1.48    28.15   0.209    2.73     314    0.01   0.02    0.14    0.86    9    
  1068  175.6779455   15.4955093   1.79    99.0    0.01     2.71     21     0.17   0.0     4.21    6.43    9    
  1073  175.7127766   15.4941107   0.77    99.0    0.166    2.94     83     0.06   0.0     1.21    0.0     9    
  1076  175.7157922   15.4949248   0.81    99.0    0.17     3.07     83     0.03   0.0     0.77    0.0     9    
  1085  175.6998929   15.4951994   1.59    24.98   0.06     2.72     113    0.09   0.37    3.91    5.65    9    
  1086  175.6815921   15.4948256   0.47    22.67   0.001    2.63     19     1.85   3.1     9.73    8.17    9    
  1087  175.7195253   15.4951292   0.85    99.0    0.173    3.2      84     0.05   0.0     1.54    0.0     9    
  1091  175.6877964   15.4950437   0.47    24.44   0.0      2.62     17     0.28   0.61    1.13    1.11    9    
  1110  175.7083069   15.4944042   0.57    23.6    0.017    2.84     45     0.62   1.32    4.13    3.37    9    
  1148  175.7142582   15.4938373   0.89    21.77   0.162    2.97     313    1.94   7.11    34.04   21.88   9    
  1159  175.6943435   15.4939807   1.65    99.0    0.063    2.58     43     0.05   0.0     1.18    2.56    9    
  1160  175.6948345   15.4935893   1.69    24.79   0.013    2.56     39     0.21   0.44    6.98    9.73    9    
  1175  175.667427    15.4933618   0.43    21.75   0.0      2.78     16     4.06   7.24    14.86   18.54   9    
  1214  175.7198507   15.4928708   1.86    99.0    0.004    3.1      16     0.02   0.0     0.58    0.82    9    
  1217  175.6790078   15.4926217   0.45    24.7    0.002    2.53     21     0.37   0.48    1.67    1.42    9    
  1222  175.6944736   15.4923046   1.21    26.3    0.678    2.48     1049   0.03   0.11    0.9     0.81    9    
  1239  175.7093165   15.4922082   0.71    25.82   0.217    2.74     353    0.09   0.17    1.07    0.52    9    
  1260  175.7047034   15.4919114   0.71    25.36   0.188    2.62     314    0.22   0.26    2.78    1.1     9    
  1279  175.7171785   15.4913452   1.16    26.51   0.265    2.93     415    0.01   0.09    0.18    0.58    9    
  1285  175.7048133   15.4910188   0.83    99.0    0.171    2.57     87     0.03   0.0     0.84    0.0     9    
  1297  175.7130052   15.4907808   0.79    99.0    0.168    2.77     84     0.01   0.0     0.23    0.0     9    
  1310  175.712169    15.49011     0.76    24.55   0.241    2.71     409    0.28   0.55    3.94    1.87    9    
  1320  175.720507    15.4905089   0.5     24.98   0.127    3.01     218    0.23   0.37    1.14    1.51    9    
  1352  175.6910161   15.489481    0.64    22.75   0.0      2.29     20     1.04   2.88    9.12    6.31    9    
  1361  175.6569156   15.4892492   0.53    23.94   0.081    2.89     151    1.15   0.96    6.31    4.92    9    
  1383  175.6811381   15.4892823   1.41    99.0    0.218    2.31     108    0.01   0.0     0.0     0.83    9    
  1412  175.6964404   15.4885831   0.44    23.93   0.007    2.29     31     0.6    0.97    2.13    3.28    9    
  1413  175.7169876   15.488728    0.49    26.51   0.12     2.8      197    0.19   0.09    0.04    1.21    9    
  1418  175.6818408   15.4886917   0.7     25.82   0.141    2.27     238    0.12   0.17    1.38    0.3     9    
  1469  175.7047011   15.4887422   0.72    24.95   0.129    2.44     225    0.15   0.38    1.89    0.74    9    
  1512  175.6532725   15.4845403   1.12    21.44   0.523    2.82     992    2.73   9.64    75.16   54.95   9    
  1522  175.7013525   15.4870723   1.29    26.3    0.256    2.28     409    0.01   0.11    0.23    0.95    9    
  1525  175.6833929   15.4803465   0.56    21.88   0.001    1.76     27     2.78   6.43    18.54   13.55   9    
  1527  175.6818393   15.4861334   0.6     22.49   0.104    2.11     206    2.05   3.66    15.7    11.07   9    
